sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,type_of_assessment,decile_score,score_text,v_type_of_assessment,v_decile_score,v_score_text,priors_count,event
Male,31,African-American,0,7,0,0,2,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,2,0
Male,24,Hispanic,0,10,0,0,0,0,0,Risk of Recidivism,10,High,Risk of Violence,10,High,0,0
Female,23,African-American,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,0
Male,25,African-American,0,6,0,0,1,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,25,African-American,0,6,0,0,1,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,25,African-American,0,6,0,0,1,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,25,African-American,0,6,0,0,1,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Female,36,Caucasian,0,3,0,0,1,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,1,0
Female,36,Caucasian,0,3,0,0,1,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,1,0
Female,31,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Female,24,Caucasian,0,5,0,0,1,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,1,0
Male,31,African-American,0,10,0,0,13,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,13,0
Male,31,African-American,0,10,0,0,13,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,13,0
Male,31,African-American,0,10,0,0,13,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,13,0
Male,31,African-American,0,10,0,0,13,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,13,0
Male,31,African-American,0,10,0,0,13,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,13,0
Male,31,African-American,0,10,0,0,13,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,13,0
Male,31,African-American,0,10,0,0,13,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,13,0
Male,31,African-American,0,10,0,0,13,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,13,0
Female,49,Caucasian,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,60,African-American,0,1,0,0,0,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,26,Hispanic,0,5,0,0,0,-1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,0
Male,48,African-American,0,5,0,0,10,0,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,10,0
Male,48,African-American,0,5,0,0,10,0,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,10,0
Male,48,African-American,0,5,0,0,10,0,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,10,0
Male,37,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,37,Caucasian,0,1,0,0,0,-1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,30,African-American,0,2,0,0,2,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,2,0
Male,30,African-American,0,2,0,0,2,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,2,0
Female,24,African-American,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Female,27,Caucasian,0,8,0,0,0,-1,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,0,0
Female,27,Caucasian,0,8,0,0,0,-1,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,0,0
Female,27,Caucasian,0,8,0,0,0,-1,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,0,0
Female,27,Caucasian,0,8,0,0,0,-1,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,0,0
Female,32,Other,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,21,Caucasian,0,4,2,0,2,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,2,0
Female,33,Caucasian,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Male,46,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,36,Caucasian,0,3,0,0,4,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,4,0
Male,36,Caucasian,0,3,0,0,4,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,4,0
Male,27,Caucasian,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Male,21,Caucasian,0,4,0,1,0,1,1,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,1
Male,28,African-American,4,9,0,0,6,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,6,0
Male,35,African-American,0,8,0,0,0,1,0,Risk of Recidivism,8,High,Risk of Violence,2,Low,0,0
Male,34,Hispanic,0,3,0,0,2,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,2,0
Male,34,Hispanic,0,3,0,0,2,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,2,0
Male,41,Asian,0,8,0,0,2,1,0,Risk of Recidivism,8,High,Risk of Violence,2,Low,2,0
Male,41,Asian,0,8,0,0,2,1,0,Risk of Recidivism,8,High,Risk of Violence,2,Low,2,0
Male,41,Asian,0,8,0,0,2,1,0,Risk of Recidivism,8,High,Risk of Violence,2,Low,2,0
Male,41,Asian,0,8,0,0,2,1,0,Risk of Recidivism,8,High,Risk of Violence,2,Low,2,0
Female,40,African-American,0,4,0,0,7,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,7,0
Female,40,African-American,0,4,0,0,7,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,7,0
Male,23,African-American,0,10,0,0,1,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,1,0
Male,23,African-American,0,10,0,0,1,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,1,0
Male,23,African-American,0,10,0,0,1,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,1,0
Male,23,African-American,0,6,0,0,3,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,3,0
Male,23,African-American,0,6,0,0,3,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,3,0
Male,28,African-American,0,4,0,0,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,0
Male,28,African-American,0,4,0,0,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,0
Male,28,African-American,0,4,0,0,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,0
Male,28,African-American,0,4,0,0,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,0
Male,28,African-American,0,4,0,0,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,0
Male,20,African-American,0,8,0,0,2,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,2,0
Male,20,African-American,0,8,0,0,2,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,2,0
Male,21,Hispanic,0,4,0,0,0,1,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,0
Male,37,Caucasian,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,46,Caucasian,0,4,0,1,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,2,0
Male,46,Caucasian,0,4,0,1,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,2,0
Male,46,Caucasian,0,4,0,1,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,2,0
Male,22,African-American,0,7,0,0,0,0,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,0
Male,22,African-American,0,7,0,0,0,0,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,0
Male,29,African-American,3,9,0,1,4,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,4,0
Male,29,African-American,3,9,0,1,4,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,4,0
Male,29,Caucasian,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,0
Male,42,Other,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,57,African-American,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Female,27,Caucasian,0,5,0,0,4,0,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,4,0
Male,56,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Male,41,African-American,0,6,0,0,19,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,19,0
Male,40,Hispanic,0,5,0,0,8,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,8,0
Male,40,Hispanic,0,5,0,0,8,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,8,0
Male,40,Hispanic,0,5,0,0,8,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,8,0
Male,40,Hispanic,0,5,0,0,8,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,8,0
Male,30,Hispanic,0,3,0,0,5,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,5,0
Male,30,Hispanic,0,3,0,0,5,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,5,0
Male,30,Hispanic,0,3,0,0,5,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,5,0
Male,21,Caucasian,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,0
Male,24,African-American,0,4,0,0,1,1,1,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,1,1
Male,25,African-American,0,8,0,1,7,0,0,Risk of Recidivism,8,High,Risk of Violence,9,High,7,0
Male,25,African-American,0,8,0,1,7,0,0,Risk of Recidivism,8,High,Risk of Violence,9,High,7,0
Male,25,African-American,0,8,0,1,7,0,0,Risk of Recidivism,8,High,Risk of Violence,9,High,7,0
Female,33,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,48,Caucasian,0,8,0,0,2,1,1,Risk of Recidivism,8,High,Risk of Violence,5,Medium,2,0
Male,48,Caucasian,0,8,0,0,2,1,1,Risk of Recidivism,8,High,Risk of Violence,5,Medium,2,0
Male,48,Caucasian,0,8,0,0,2,1,1,Risk of Recidivism,8,High,Risk of Violence,5,Medium,2,1
Male,33,African-American,0,6,0,0,11,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,11,0
Male,33,African-American,0,6,0,0,11,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,11,0
Male,33,African-American,0,6,0,0,11,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,11,0
Male,25,Hispanic,0,7,0,0,0,0,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,0,0
Male,25,Hispanic,0,7,0,0,0,0,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,0,0
Male,30,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Female,41,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,52,Caucasian,0,10,0,0,1,0,0,Risk of Recidivism,10,High,Risk of Violence,4,Low,1,0
Male,52,Caucasian,0,10,0,0,1,0,0,Risk of Recidivism,10,High,Risk of Violence,4,Low,1,0
Male,25,Caucasian,0,8,0,0,6,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,6,0
Male,25,Caucasian,0,8,0,0,6,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,6,0
Male,25,Caucasian,0,8,0,0,6,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,6,0
Male,58,African-American,0,7,0,0,38,1,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,38,0
Male,58,African-American,0,7,0,0,38,1,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,38,0
Male,58,African-American,0,7,0,0,38,1,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,38,0
Male,58,African-American,0,7,0,0,38,1,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,38,0
Male,30,African-American,0,5,1,1,7,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,7,0
Male,30,African-American,0,5,1,1,7,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,7,0
Male,37,Hispanic,0,3,0,0,0,1,1,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,1
Male,23,African-American,0,6,0,0,2,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,2,0
Male,23,African-American,0,6,0,0,2,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,2,0
Male,33,Hispanic,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,25,African-American,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,0
Female,25,African-American,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,0
Male,25,African-American,0,4,0,0,2,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,2,0
Male,34,Hispanic,0,9,0,0,9,0,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,9,0
Male,34,Hispanic,0,9,0,0,9,0,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,9,0
Female,43,Caucasian,0,8,0,0,7,0,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,7,0
Male,32,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Male,32,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Male,32,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Male,33,Other,0,7,0,0,3,0,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,3,0
Male,33,Other,0,7,0,0,3,0,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,3,0
Male,39,Other,0,2,1,0,4,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,4,0
Male,39,Other,0,2,1,0,4,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,4,0
Male,39,Other,0,2,1,0,4,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,4,0
Male,49,Caucasian,0,1,0,0,4,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,4,0
Male,24,Caucasian,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,0
Male,26,African-American,0,9,0,0,1,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,1,0
Male,26,African-American,0,9,0,0,1,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,1,0
Male,26,African-American,0,9,0,0,1,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,1,0
Male,26,African-American,0,9,0,0,1,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,1,0
Male,42,Caucasian,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Male,22,African-American,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,22,African-American,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,22,African-American,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,22,African-American,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,22,African-American,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,22,African-American,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,22,African-American,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,36,Hispanic,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,29,Caucasian,0,7,0,1,7,1,1,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,7,1
Male,39,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Male,27,African-American,0,6,2,1,13,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,13,0
Male,27,African-American,0,6,2,1,13,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,13,0
Male,27,African-American,0,6,2,1,13,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,13,0
Male,27,African-American,0,6,2,1,13,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,13,0
Male,27,African-American,0,6,2,1,13,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,13,0
Male,38,Caucasian,0,5,0,0,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,2,0
Male,38,Caucasian,0,5,0,0,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,2,0
Male,38,Caucasian,0,5,0,0,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,2,0
Male,38,Caucasian,0,5,0,0,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,2,0
Male,20,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,5,Medium,0,0
Male,20,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,5,Medium,0,0
Male,50,African-American,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,25,African-American,2,10,0,0,4,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,4,0
Male,25,African-American,2,10,0,0,4,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,4,0
Male,25,African-American,2,10,0,0,4,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,4,0
Male,25,African-American,2,10,0,0,4,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,4,0
Male,25,African-American,2,10,0,0,4,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,4,0
Male,25,African-American,2,10,0,0,4,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,4,0
Male,53,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,27,African-American,0,8,0,0,0,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,0,0
Female,27,African-American,0,8,0,0,0,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,0,0
Female,27,African-American,0,8,0,0,0,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,0,0
Male,38,African-American,2,8,0,0,10,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,10,0
Male,38,African-American,2,8,0,0,10,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,10,0
Male,30,African-American,0,8,0,0,0,-1,0,Risk of Recidivism,8,High,Risk of Violence,8,High,0,0
Male,60,Caucasian,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,21,Other,0,5,0,0,0,1,1,Risk of Recidivism,5,Medium,Risk of Violence,8,High,0,0
Male,21,Other,0,5,0,0,0,1,1,Risk of Recidivism,5,Medium,Risk of Violence,8,High,0,0
Male,21,Other,0,5,0,0,0,1,1,Risk of Recidivism,5,Medium,Risk of Violence,8,High,0,0
Male,21,Other,0,5,0,0,0,1,1,Risk of Recidivism,5,Medium,Risk of Violence,8,High,0,1
Male,50,Caucasian,0,1,0,0,1,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,50,Caucasian,0,1,0,0,1,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,41,African-American,0,5,0,0,4,0,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,4,0
Male,34,African-American,0,2,0,0,4,1,1,Risk of Recidivism,2,Low,Risk of Violence,1,Low,4,1
Male,22,Caucasian,0,8,0,2,5,1,1,Risk of Recidivism,8,High,Risk of Violence,6,Medium,5,0
Male,22,Caucasian,0,8,0,2,5,1,1,Risk of Recidivism,8,High,Risk of Violence,6,Medium,5,0
Male,22,Caucasian,0,8,0,2,5,1,1,Risk of Recidivism,8,High,Risk of Violence,6,Medium,5,0
Male,22,Caucasian,0,8,0,2,5,1,1,Risk of Recidivism,8,High,Risk of Violence,6,Medium,5,1
Female,45,Other,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,29,African-American,0,10,0,1,20,0,0,Risk of Recidivism,10,High,Risk of Violence,9,High,20,0
Male,22,Caucasian,0,7,0,2,0,1,1,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,0
Male,22,Caucasian,0,7,0,2,0,1,1,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,1
Male,25,African-American,0,5,0,0,2,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,2,0
Male,42,African-American,0,4,0,0,1,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Male,42,African-American,0,4,0,0,1,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Female,60,African-American,0,1,0,0,0,-1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,34,Native American,1,6,0,0,9,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,9,0
Female,27,Caucasian,0,3,0,0,2,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,0
Female,27,Caucasian,0,3,0,0,2,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,0
Female,27,Caucasian,0,3,0,0,2,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,0
Female,27,Caucasian,0,3,0,0,2,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,0
Female,27,Caucasian,0,3,0,0,2,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,0
Male,21,Hispanic,0,3,0,0,0,-1,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,0
Male,51,Other,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,33,African-American,0,9,0,0,23,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,23,0
Male,33,African-American,0,9,0,0,23,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,23,0
Male,24,African-American,0,3,0,1,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,0
Male,37,African-American,0,4,0,0,4,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,4,0
Male,37,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,30,African-American,0,8,0,0,0,-1,0,Risk of Recidivism,8,High,Risk of Violence,2,Low,0,0
Male,44,Caucasian,0,9,0,0,11,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,11,0
Male,44,Caucasian,0,9,0,0,11,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,11,0
Male,44,Caucasian,0,9,0,0,11,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,11,0
Male,33,African-American,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,1,Low,0,0
Male,24,Caucasian,0,10,3,2,8,0,0,Risk of Recidivism,10,High,Risk of Violence,9,High,8,0
Female,27,Other,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,0
Male,21,Other,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,0
Male,21,Other,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,0
Female,60,Other,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,35,African-American,0,1,0,0,1,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1
Male,50,Caucasian,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Female,38,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,38,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,24,Caucasian,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,0,0
Female,24,Caucasian,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,0,0
Female,24,Caucasian,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,0,0
Male,21,Other,1,7,0,0,1,0,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,49,Caucasian,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,49,Caucasian,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,38,African-American,0,6,0,0,9,0,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,9,0
Male,38,African-American,0,6,0,0,9,0,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,9,0
Male,61,Other,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,30,African-American,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,0
Male,22,African-American,0,6,0,0,3,1,1,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,3,1
Male,30,Hispanic,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,31,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,0
Male,25,African-American,0,7,0,0,0,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,0
Male,25,African-American,0,7,0,0,0,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,0
Male,25,African-American,0,7,0,0,0,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,0
Male,28,Hispanic,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,0
Female,30,Hispanic,0,3,0,0,3,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,3,0
Male,52,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,24,Caucasian,0,6,0,1,3,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,3,0
Female,24,Caucasian,0,6,0,1,3,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,3,0
Male,26,Caucasian,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Male,26,Other,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,0,0
Female,31,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,24,African-American,0,7,1,0,3,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,3,0
Male,43,African-American,0,9,0,0,21,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,21,0
Male,29,African-American,0,7,1,0,6,0,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,6,0
